,Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
2554,Volkswagen,Touareg,2014,Black,4700000,Foreign Used,Automatic,61032.0
2555,Toyota,Corolla,2016,Black,1850000,Foreign Used,Automatic,104700.0
2556,Honda,Grace,2016,Silver,1450000,Foreign Used,Automatic,116000.0
2557,Mitsubishi,Outlander,2016,Blue,2850000,Foreign Used,Automatic,
2558,Mazda,CX-5,2016,Black,2620000,Foreign Used,Automatic,90000.0
2559,Mazda,Premacy,2016,Black,1350000,Foreign Used,Automatic,107972.0
2560,Mazda,Atenza,2016,Red,2400000,Foreign Used,Automatic,35179.0
2561,Nissan,March,2011,Black,430000,Kenyan Used,Automatic,
2562,Nissan,X-Trail,2016,White,2750000,Foreign Used,Automatic,63258.0
2563,Toyota,Land,2018,Brown,9650000,Foreign Used,Automatic,37000.0
2564,Honda,Stream,2010,Silver,750000,Kenyan Used,Automatic,
2565,Toyota,Esquire,2017,White,2600000,Foreign Used,Automatic,90000.0
2566,Nissan,March,2016,Red,950000,Foreign Used,Automatic,76000.0
2567,Nissan,Note,2016,Burgundy,1100000,Foreign Used,Automatic,57000.0
2568,Land,Rover,1998,White,3000000,Kenyan Used,Manual,65900.0
2569,Toyota,Vitz,2015,White,900000,Kenyan Used,Automatic,132521.0
2570,Tata,Ace,2005,Yellow,370000,Kenyan Used,Manual,112086.0
2571,Toyota,Land,2003,White,2150000,Kenyan Used,Automatic,
2572,Toyota,Land,2018,White,7800000,Foreign Used,Automatic,76726.0
2573,Toyota,Voxy,2016,Purple,2600000,Foreign Used,Automatic,67490.0
2574,Nissan,X-Trail,2016,Gray,2695000,Foreign Used,Automatic,88000.0
2575,Toyota,Land,2016,White,6900000,Kenyan Used,Automatic,44000.0
2576,Nissan,Sylphy,2016,Silver,1595000,Foreign Used,Automatic,24000.0
2577,Toyota,Noah,2008,White,690000,Kenyan Used,Automatic,
2578,Toyota,RAV4,2020,Silver,7000000,Foreign Used,Automatic,62000.0
2579,Audi,A5,2016,White,3450000,Foreign Used,Automatic,
2580,Nissan,NV200,2011,Silver,730000,Foreign Used,Automatic,119000.0
2581,Volkswagen,Polo,2008,Blue,520000,Kenyan Used,Automatic,154000.0
2582,Land,Rover,2015,Gray,5150000,Kenyan Used,Automatic,107000.0
2583,Peugeot,3008,2016,Brown,3950000,Foreign Used,Automatic,
2584,Nissan,Serena,2012,Silver,830000,Kenyan Used,Automatic,
2585,Toyota,Axio,2015,Silver,1500000,Foreign Used,Automatic,
2586,Audi,Q5,2016,White,4495000,Foreign Used,Automatic,45000.0
2587,Mercedes-Benz,B-Class,2016,Silver,1870000,Foreign Used,Automatic,75000.0
2588,Toyota,Corolla,2015,Silver,1340000,Kenyan Used,Automatic,99080.0
2589,Toyota,Passo,2016,White,870000,Foreign Used,Automatic,46000.0
2590,Toyota,Ractis,2011,Silver,750000,Kenyan Used,Automatic,132583.0
2591,Subaru,SVX,2017,Gray,2750000,Foreign Used,Automatic,25479.0
2592,Toyota,Passo,2011,Burgundy,550000,Kenyan Used,Automatic,138558.0
2593,Honda,Fit,2013,Pink,780000,Kenyan Used,Automatic,138523.0
2594,Honda,CR-V,2016,White,2850000,Foreign Used,Automatic,
2595,Toyota,Hilux,2014,Silver,2350000,Kenyan Used,Automatic,138528.0
2596,Toyota,Prius,2006,Blue,485000,Kenyan Used,Automatic,
2597,Toyota,Voxy,2012,Black,1330000,Kenyan Used,Automatic,138528.0
2598,Nissan,Serena,2009,White,720000,Kenyan Used,Automatic,
2599,Toyota,Wish,2014,Gray,1450000,Kenyan Used,Automatic,
2600,Mitsubishi,Shogun,2010,Silver,2780000,Kenyan Used,Automatic,
2601,Toyota,Probox,2008,Silver,370000,Kenyan Used,Automatic,123458.0
2602,Toyota,Succeed,2015,Green,930000,Kenyan Used,Automatic,
2603,Toyota,Hilux,2010,Beige,1290000,Kenyan Used,Manual,
2604,Nissan,NP200,2016,White,2195000,Foreign Used,Manual,165570.0
2605,Nissan,Juke,2013,Red,1385000,Kenyan Used,Automatic,61000.0
2606,Toyota,Fortuner,2017,Silver,5900000,Kenyan Used,Automatic,109868.0
2607,Nissan,Hardbody,2013,Silver,1950000,Kenyan Used,Manual,112389.0
2608,Audi,Q5,2016,White,4250000,Foreign Used,Automatic,
2609,Toyota,Prius,2005,Blue,375000,Kenyan Used,Automatic,
2610,Toyota,Axio,2013,Silver,1230000,Kenyan Used,Automatic,
2611,Volkswagen,Touareg,2011,White,3000000,Kenyan Used,Automatic,106000.0
2612,Toyota,Corolla,2011,Black,1070000,Kenyan Used,Automatic,
2613,Jeep,Grand,2017,Red,3500000,Foreign Used,Automatic,
2614,Toyota,Crown,2016,Blue,3200000,Foreign Used,Automatic,
2615,Suzuki,Alto,2015,White,650000,Foreign Used,Automatic,100000.0
2616,Nissan,Advan,2009,White,450000,Kenyan Used,Automatic,
2617,Mitsubishi,Outlander,2008,Silver,925000,Kenyan Used,Automatic,123596.0
2618,Mitsubishi,Lancer,2000,Silver,340000,Kenyan Used,Automatic,
2619,Nissan,Advan,2010,Silver,470000,Kenyan Used,Automatic,
2620,Toyota,Axio,2010,White,780000,Kenyan Used,Automatic,
2621,Toyota,Camry,2015,Black,2999000,Foreign Used,Automatic,45638.0
2622,Nissan,Skyline,2016,Black,2150000,Foreign Used,Automatic,56000.0
2623,Toyota,Axio,2013,Blue,1240000,Kenyan Used,Automatic,84516.0
2624,Toyota,Premio,2007,Gray,1080000,Kenyan Used,Automatic,
2625,Mercedes-Benz,C200,2007,White,1590000,Kenyan Used,Automatic,
2626,Mitsubishi,Outlander,2016,Black,3250000,Foreign Used,Automatic,
2627,Honda,Vezel,2016,Pearl,2750000,Foreign Used,Automatic,
2628,Volvo,XC90,2016,White,6800000,Foreign Used,Automatic,99000.0
2629,Honda,Vezel,2016,Blue,2500000,Foreign Used,Automatic,56000.0
2630,Toyota,Vitz,2011,Red,630000,Foreign Used,Automatic,154285.0
2631,Audi,Q3,nan,white,2950000,Foreign Used,Automatic,48000.0
2632,Subaru,Legacy,2008,Black,745000,Kenyan Used,Automatic,
2633,BMW,118i,2016,Red,1650000,Foreign Used,Automatic,60000.0
2634,Mitsubishi,L200,2006,White,780000,Kenyan Used,Manual,
2635,Audi,Q2,2017,Blue,3500000,Foreign Used,Automatic,
2636,Toyota,Succeed,2007,Blue,640000,Kenyan Used,Automatic,
2637,Toyota,Crown,2016,Pearl,2500000,Foreign Used,Automatic,50000.0
2638,BMW,X1,2016,Gray,2700000,Foreign Used,Automatic,65000.0
2639,Nissan,Skyline,2016,Blue,2500000,Foreign Used,Automatic,
2640,Lexus,NX,2016,Red,4500000,Foreign Used,Automatic,33000.0
2641,Toyota,Corolla,2013,Silver,1250000,Kenyan Used,Automatic,
2642,Mercedes-Benz,C43,2017,White,7500000,Foreign Used,Automatic,
2643,Toyota,Axio,2009,Silver,880000,Kenyan Used,Automatic,
2644,Lexus,RX,2015,White,2800000,Kenyan Used,Automatic,
2645,Honda,Vezel,2016,Blue,2800000,Foreign Used,Automatic,
2646,Mazda,CX-5,2016,Red,2400000,Foreign Used,Automatic,40000.0
2647,Honda,Fit,2016,White,1600000,Foreign Used,Automatic,
2648,Land,Rover,2012,Black,2200000,Kenyan Used,Automatic,112000.0
2649,Mazda,CX-5,2016,Black,2799000,Foreign Used,Automatic,48000.0
2650,Mazda,CX-5,2017,Gray,3200000,Foreign Used,Automatic,50000.0
2651,Toyota,Land,2016,White,5599000,Foreign Used,Automatic,69000.0
2652,Mazda,Demio,2016,Red,985000,Foreign Used,Automatic,87000.0
2653,Mitsubishi,Outlander,2017,Red,2900000,Foreign Used,Automatic,56000.0
2654,Mercedes-Benz,B-Class,2016,Black,1850000,Foreign Used,Automatic,53000.0
2655,Nissan,Wingroad,2002,Silver,370000,Kenyan Used,Automatic,
2656,Toyota,Corolla,2016,White,1780000,Foreign Used,Automatic,14000.0
2657,Mazda,CX-5,2016,White,2899000,Foreign Used,Automatic,35000.0
2658,Toyota,Hilux,2000,White,850000,Kenyan Used,Manual,
2659,Toyota,Esquire,2016,Purple,2350000,Foreign Used,Automatic,76000.0
2660,Toyota,Land,2017,Silver,10800000,Foreign Used,Automatic,45000.0
2661,Nissan,Sylphy,2006,Silver,570000,Kenyan Used,Automatic,
2662,Mazda,Demio,2012,Silver,630000,Kenyan Used,Automatic,
2663,Nissan,Note,2016,Blue,1050000,Foreign Used,Automatic,87000.0
2664,BMW,116i,2014,Blue,1280000,Kenyan Used,Automatic,140000.0
2665,Toyota,Corolla,2002,White,450000,Kenyan Used,Automatic,
2666,Nissan,Note,2013,Black,645000,Kenyan Used,Automatic,
2667,Subaru,Outback,2017,Brown,3100000,Foreign Used,Automatic,70000.0
2668,Toyota,Land,2003,White,2150000,Kenyan Used,Automatic,175000.0
2669,Toyota,Hilux,2018,White,5900000,Foreign Used,Automatic,29000.0
2670,Toyota,TownAce,2007,White,680000,Kenyan Used,Automatic,
2671,Subaru,Forester,2017,Silver,2950000,Foreign Used,Automatic,65000.0
2672,Honda,CR-V,2005,Black,850000,Kenyan Used,Automatic,850000.0
2673,Toyota,Corolla,1998,White,190000,Kenyan Used,Manual,100000.0
2674,Toyota,Succeed,2017,White,1150000,Foreign Used,Automatic,96348.0
2675,Toyota,Premio,2005,Silver,690000,Kenyan Used,Automatic,154648.0
2676,Toyota,Vitz,2016,White,1200000,Foreign Used,Automatic,85000.0
2677,Nissan,Advan,2010,Silver,495500,Kenyan Used,Automatic,
2678,Toyota,Land,nan,white,23000000,Foreign Used,Automatic,35.0
2679,Nissan,Bluebird,2005,White,320000,Kenyan Used,Automatic,
2680,Volkswagen,Golf,2016,Blue,1600000,Foreign Used,Automatic,56000.0
2681,Subaru,Exiga,2016,White,2200000,Foreign Used,Automatic,69000.0
2682,Subaru,Outback,2016,Black,3200000,Foreign Used,Automatic,
2683,Honda,Fit,2015,Silver,1010000,Kenyan Used,Automatic,
2684,Nissan,Sylphy,2008,Blue,575000,Kenyan Used,Automatic,168000.0
2685,Nissan,Dayz,2016,Silver,780000,Foreign Used,Automatic,
2686,Toyota,Ractis,2011,White,730000,Kenyan Used,Automatic,
2687,Toyota,Vitz,2008,Silver,580000,Kenyan Used,Automatic,136000.0
2688,Toyota,Land,2008,Silver,2100000,Kenyan Used,Automatic,182000.0
2689,Land,Rover,2006,Red,2800000,Kenyan Used,Automatic,98000.0
2690,Nissan,Note,2013,Silver,700000,Kenyan Used,Automatic,139000.0
2691,Nissan,Juke,2013,Red,1250000,Kenyan Used,Automatic,
2692,Toyota,Probox,2008,White,620000,Kenyan Used,Automatic,112000.0
2693,Subaru,Exiga,2011,Silver,995000,Kenyan Used,Automatic,
2694,Toyota,Probox,2008,White,600000,Kenyan Used,Automatic,148000.0
2695,Toyota,Corolla,2001,White,550000,Kenyan Used,Automatic,
2696,Daihatsu,Move,2016,White,870000,Foreign Used,Automatic,
2697,Toyota,Porte,2012,Beige,700000,Kenyan Used,Automatic,
2698,Volkswagen,Touareg,2005,Green,1250000,Kenyan Used,Automatic,
2699,Honda,Stream,2010,Black,890000,Kenyan Used,Automatic,119000.0
2700,Subaru,Impreza,2014,Blue,1350000,Kenyan Used,Automatic,
2701,Mazda,Demio,2008,Gray,520000,Kenyan Used,Automatic,
2702,Honda,Fit,2013,Pink,780000,Kenyan Used,Automatic,
2703,Toyota,Noah,2010,White,1050000,Kenyan Used,Automatic,
2704,Toyota,HiAce,2014,Silver,1750000,Kenyan Used,Automatic,
2705,Toyota,Hilux,2014,Gold,2350000,Kenyan Used,Automatic,
2706,Nissan,Patrol,2018,White,3750000,Kenyan Used,Manual,
2707,Toyota,Harrier,2017,Red,4100000,Foreign Used,Automatic,
2708,Honda,Grace,2016,Silver,1450000,Foreign Used,Automatic,116000.0
2709,Toyota,Land,2006,Silver,2250000,Kenyan Used,Automatic,
2710,Subaru,Impreza,2006,Blue,670000,Kenyan Used,Automatic,
2711,Toyota,Hilux,2007,White,1200000,Kenyan Used,Manual,
2712,Mercedes-Benz,G-Class,2014,Black,11000000,Foreign Used,Automatic,81000.0
2713,Subaru,Impreza,2012,Red,1080000,Kenyan Used,Automatic,
2714,Toyota,Probox,2013,White,650000,Kenyan Used,Automatic,120000.0
2715,Subaru,Forester,2003,Silver,870000,Kenyan Used,Automatic,
2716,Toyota,Axio,2009,Silver,870000,Kenyan Used,Automatic,
2717,Toyota,Corolla,2016,Black,1750000,Foreign Used,Automatic,185993.0
2718,Toyota,Mark,2009,Silver,790000,Kenyan Used,Automatic,200000.0
2719,Nissan,Note,2017,Gray,1600000,Foreign Used,Manual,65874.0
2720,Subaru,Levorg,2016,Pearl,2300000,Foreign Used,Automatic,
2721,Mitsubishi,Outlander,2016,Black,3400000,Foreign Used,Automatic,63000.0
2722,Toyota,Harrier,2016,Purple,3850000,Foreign Used,Automatic,23000.0
2723,Toyota,Spade,2016,White,1150000,Foreign Used,Automatic,180967.0
2724,Audi,A3,2016,Silver,2300000,Foreign Used,Automatic,45705.0
2725,Toyota,TownAce,2010,White,600000,Kenyan Used,Automatic,
2726,Nissan,X-Trail,2004,Black,695000,Kenyan Used,Automatic,128000.0
2727,Toyota,Land,2002,Gray,1300000,Kenyan Used,Automatic,245276.0
2728,Mazda,CX-3,2016,Blue,1950000,Foreign Used,Automatic,75000.0
2729,Toyota,Corolla,2006,Silver,680000,Kenyan Used,Automatic,
2730,Subaru,Forester,2015,Black,2200000,Kenyan Used,Automatic,
2731,Toyota,TownAce,2006,White,650000,Kenyan Used,Automatic,340000.0
2732,Mitsubishi,Outlander,2008,Silver,1000000,Kenyan Used,Automatic,
2733,Isuzu,D-MAX,2010,White,990000,Kenyan Used,Manual,
2734,Toyota,Voxy,2016,White,2550000,Foreign Used,Automatic,
2735,Toyota,Harrier,2009,Black,1400000,Kenyan Used,Automatic,
2736,Mitsubishi,Lancer,2006,Silver,520000,Kenyan Used,Automatic,
2737,Toyota,Corolla,2013,White,1050000,Kenyan Used,Automatic,
2738,Jeep,Wrangler,nan,Black,7500000,Foreign Used,Automatic,42000.0
2739,Nissan,X-Trail,2014,White,1580000,Kenyan Used,Automatic,
2740,Toyota,Pixis,2015,Silver,670000,Kenyan Used,Automatic,
2741,Mercedes-Benz,A-Class,2015,White,2300000,Foreign Used,Automatic,19000.0
2742,Toyota,Lexcen,2010,Blue,300000,Kenyan Used,Manual,195242.0
2743,Mercedes-Benz,E200,2015,Brown,1950000,Kenyan Used,Automatic,
2744,Toyota,Succeed,2011,White,740000,Kenyan Used,Automatic,
2745,Toyota,Land,2014,Black,4650000,Kenyan Used,Automatic,
2746,Toyota,Land,2005,Black,2400000,Foreign Used,Automatic,190000.0
2747,Toyota,Harrier,2016,Blue,3500000,Kenyan Used,Automatic,63000.0
2748,Nissan,NV200,2012,Silver,820000,Kenyan Used,Automatic,
2749,Toyota,Auris,2007,White,880000,Kenyan Used,Automatic,92411.0
2750,Nissan,Juke,2012,Black,1000000,Kenyan Used,Automatic,
2751,Toyota,Corolla,1998,Gray,250000,Kenyan Used,Automatic,256000.0
2752,Toyota,IST,2004,Silver,680000,Kenyan Used,Automatic,
2753,Toyota,Voxy,2016,Black,2500000,Kenyan Used,Automatic,
2754,Toyota,Passo,2015,Purple,890000,Kenyan Used,Automatic,109103.0
2755,Subaru,Impreza,1999,Blue,385000,Kenyan Used,Manual,
2756,Nissan,NP200,2017,White,1010000,Kenyan Used,Manual,
2757,Toyota,Vitz,2003,Gold,330000,Kenyan Used,Automatic,
2758,Toyota,Voxy,2010,Black,850000,Kenyan Used,Automatic,
2759,Toyota,Passo,2004,Silver,335000,Kenyan Used,Automatic,
2760,Honda,CR-V,2012,Gray,1680000,Kenyan Used,Automatic,
2761,Toyota,Vitz,1999,Silver,195000,Kenyan Used,Automatic,
2762,Toyota,Rush,2019,Red,3150000,Kenyan Used,Automatic,
2763,Toyota,Vanguard,2012,Black,2280000,Kenyan Used,Automatic,
2764,Toyota,Wish,2008,Black,650000,Kenyan Used,Automatic,301000.0
2765,Nissan,NP300,2010,White,1250000,Kenyan Used,Manual,
2766,Honda,CR-V,2007,Silver,1430000,Kenyan Used,Automatic,
2767,Subaru,Legacy,1998,Silver,800000,Foreign Used,Manual,
2768,Toyota,Corolla,2004,Black,600000,Kenyan Used,Automatic,
2769,Nissan,Serena,2011,Blue,650000,Kenyan Used,Automatic,
2770,Peugeot,504,1984,Beige,250000,Kenyan Used,Manual,300000.0
2771,Toyota,Land,2004,Silver,2200000,Kenyan Used,Manual,
2772,Toyota,Succeed,2011,White,720000,Kenyan Used,Automatic,
2773,Toyota,Succeed,2012,White,710000,Kenyan Used,Automatic,
2774,Mitsubishi,RVR,2014,White,1750000,Kenyan Used,Automatic,
2775,Honda,Fit,2013,White,690000,Kenyan Used,Automatic,
2776,Toyota,Probox,2005,Silver,490000,Kenyan Used,Automatic,
2777,Toyota,RAV4,2001,Gold,600000,Kenyan Used,Manual,
2778,Volkswagen,Tiguan,2016,Red,3250000,Foreign Used,Automatic,
2779,Toyota,Land,2018,Black,6200000,Foreign Used,Automatic,50000.0
2780,Toyota,Voxy,2012,Black,1295000,Kenyan Used,Automatic,120900.0
2781,Honda,Fit,2013,Pink,780000,Kenyan Used,Automatic,125805.0
2782,Toyota,Passo,2016,Silver,1030000,Foreign Used,Automatic,65000.0
2783,Toyota,Harrier,2009,Black,1395000,Kenyan Used,Automatic,153300.0
2784,Honda,Odyssey,2016,White,2150000,Foreign Used,Automatic,68000.0
2785,Toyota,Noah,2010,White,1050000,Kenyan Used,Automatic,127355.0
2786,Toyota,Ractis,2016,White,1350000,Foreign Used,Automatic,58000.0
2787,Volkswagen,Golf,2016,White,1900000,Foreign Used,Automatic,38000.0
2788,Toyota,Corolla,2016,White,1650000,Foreign Used,Automatic,65000.0
2789,Toyota,Harrier,2009,Black,1400000,Kenyan Used,Automatic,134000.0
2790,Toyota,Land,2006,Green,3100000,Kenyan Used,Automatic,155000.0
2791,Toyota,Allion,2006,Blue,770000,Kenyan Used,Automatic,
2792,Toyota,Esquire,2017,Purple,2400000,Foreign Used,Automatic,68000.0
2793,Toyota,Crown,2016,White,3100000,Foreign Used,Automatic,
2794,Mercedes-Benz,C200,2007,White,1480000,Kenyan Used,Automatic,992600.0
2795,Toyota,Harrier,2017,White,3800000,Foreign Used,Automatic,
2796,Nissan,Note,2013,Silver,700000,Kenyan Used,AMT,138000.0
2797,Mazda,CX-5,2016,Black,2850000,Foreign Used,Automatic,
2798,Toyota,Vanguard,2012,Black,2280000,Kenyan Used,Automatic,
2799,BMW,X2,2018,White,3500000,Foreign Used,Automatic,
2800,Toyota,Corolla,2011,Silver,995000,Kenyan Used,Automatic,125551.0
2801,Nissan,Note,2014,Silver,740000,Kenyan Used,Automatic,130000.0
2802,Honda,CR-V,2008,Silver,1380000,Kenyan Used,Automatic,124800.0
2803,Toyota,Land,2008,Silver,2200000,Kenyan Used,Manual,
2804,Volkswagen,Passat,2016,White,2300000,Foreign Used,Automatic,
2805,Toyota,Land,2004,Blue,2200000,Kenyan Used,Manual,158256.0
2806,Mitsubishi,Pajero,2003,Silver,980000,Kenyan Used,Automatic,
2807,Toyota,Harrier,2010,Silver,1750000,Kenyan Used,Automatic,82000.0
2808,Land,Rover,2011,Black,5500000,Foreign Used,Automatic,45000.0
2809,Mercedes-Benz,GLA,2016,White,5750000,Foreign Used,Automatic,
2810,Toyota,Land,2017,White,7500000,Foreign Used,Automatic,
2811,Audi,Q7,2017,White,6800000,Foreign Used,Automatic,99000.0
2812,Honda,Stepwgn,2015,White,2070000,Kenyan Used,Automatic,98000.0
2813,Toyota,Land,2005,Silver,2200000,Kenyan Used,Automatic,
2814,Nissan,X-Trail,2017,Gray,2600000,Foreign Used,Automatic,89000.0
2815,Isuzu,D-MAX,2015,Silver,1850000,Kenyan Used,Manual,145287.0
2816,Mazda,Demio,2016,Blue,1280000,Foreign Used,Automatic,72000.0
2817,Subaru,Forester,2006,Silver,830000,Kenyan Used,Automatic,
2818,Toyota,Land,2004,Silver,2200000,Kenyan Used,Manual,
2819,Nissan,Advan,2014,White,550000,Kenyan Used,Automatic,
2820,Nissan,Teana,2011,Silver,850000,Kenyan Used,Automatic,114000.0
2821,Mitsubishi,Pajero,2007,Gold,1280000,Kenyan Used,Manual,99000.0
2822,Toyota,Land,2008,Black,4200000,Kenyan Used,Automatic,
2823,Toyota,Land,2006,Silver,4500000,Kenyan Used,Automatic,114000.0
2824,Toyota,Wish,2005,Black,710000,Kenyan Used,Automatic,145000.0
2825,Toyota,Land,nan,white,1250000,Kenyan Used,Automatic,
2826,Toyota,Corolla,2014,Silver,1370000,Kenyan Used,Automatic,
2827,Toyota,Land,2001,Pearl,1399000,Kenyan Used,Automatic,
2828,Toyota,Land,2014,Pearl,7850000,Kenyan Used,Automatic,85000.0
2829,Toyota,Succeed,2008,White,450000,Kenyan Used,Automatic,
2830,Toyota,Probox,2010,White,680000,Kenyan Used,Automatic,
2831,Toyota,Succeed,2004,White,470000,Kenyan Used,Automatic,250000.0
2832,Toyota,Vitz,2014,Silver,825000,Kenyan Used,Automatic,
2833,Honda,Insight,2010,Silver,630000,Kenyan Used,Automatic,
2834,Toyota,Premio,2006,Silver,620000,Kenyan Used,Automatic,298000.0
2835,Toyota,Vitz,2014,Black,850000,Kenyan Used,Automatic,85000.0
2836,Honda,Insight,2012,Silver,750000,Foreign Used,Automatic,
2837,Mazda,CX-5,2012,Black,1700000,Kenyan Used,Automatic,
2838,Toyota,Vitz,2013,Green,850000,Kenyan Used,Automatic,57000.0
2839,Suzuki,Alto,2016,White,695000,Kenyan Used,Automatic,68000.0
2840,Toyota,Probox,2011,Pearl,670000,Kenyan Used,Automatic,191234.0
2841,Toyota,Noah,2010,White,1040000,Kenyan Used,Automatic,129505.0
2842,Toyota,Passo,2011,Purple,545000,Kenyan Used,Automatic,125805.0
2843,Nissan,Sunny,2000,Blue,300000,Kenyan Used,Automatic,240000.0
2844,Mercedes-Benz,C200,2001,Silver,650000,Kenyan Used,Automatic,234210.0
2845,Volkswagen,Golf,2016,Blue,1699000,Foreign Used,Automatic,88000.0
2846,Toyota,Mark,2016,Silver,2100000,Foreign Used,Automatic,
2847,Toyota,Succeed,nan,white,720000,Kenyan Used,Automatic,174505.0
2848,Subaru,Impreza,2011,Black,900000,Kenyan Used,Automatic,136000.0
2849,Toyota,Probox,2012,White,720000,Kenyan Used,Automatic,73559.0
2850,BMW,X5,2008,White,2300000,Kenyan Used,Automatic,71000.0
2851,Honda,CR-V,2002,Silver,680000,Kenyan Used,Automatic,
2852,Mercedes-Benz,C200,2012,White,1950000,Kenyan Used,Automatic,
2853,Toyota,Noah,2016,Purple,2400000,Foreign Used,Automatic,83121.0
2854,Toyota,Allion,2010,Silver,1180000,Kenyan Used,Automatic,
2855,Toyota,Hilux,2014,Brown,2350000,Kenyan Used,Automatic,120354.0
2856,Toyota,Land,2007,Black,2350000,Kenyan Used,Automatic,
2857,Toyota,Corolla,2016,White,1750000,Foreign Used,Automatic,134000.0
2858,Toyota,RAV4,2004,White,680000,Kenyan Used,Automatic,
2859,Subaru,Impreza,2006,Silver,280000,Kenyan Used,Automatic,168042.0
2860,Mazda,Demio,2014,White,720000,Kenyan Used,Automatic,132000.0
2861,Toyota,Noah,2004,White,545000,Kenyan Used,Automatic,
2862,Toyota,Noah,2016,Silver,2485000,Foreign Used,Automatic,70000.0
2863,Toyota,Esquire,2016,White,2485000,Foreign Used,Automatic,104000.0
2864,Mazda,Atenza,2016,Red,2400000,Foreign Used,Automatic,32000.0
2865,Mazda,Demio,2010,Green,595000,Kenyan Used,Automatic,130000.0
2866,Toyota,Corolla,2008,Silver,670000,Kenyan Used,Automatic,126064.0
2867,Toyota,Land,2006,White,1750000,Kenyan Used,Automatic,169000.0
2868,Nissan,Sunny,2005,Gold,300000,Kenyan Used,Automatic,
2869,Toyota,Wish,2012,Black,1250000,Foreign Used,Automatic,125000.0
2870,Subaru,Forester,2013,Black,2000000,Kenyan Used,Automatic,120000.0
2871,Toyota,Probox,2013,Blue,600000,Kenyan Used,Automatic,
2872,Toyota,Vitz,2005,Blue,470000,Kenyan Used,Automatic,185247.0
2873,Toyota,Premio,2008,Brown,1050000,Kenyan Used,Automatic,
2874,Toyota,Harrier,2008,Black,1650000,Kenyan Used,Automatic,
2875,Volkswagen,Golf,2016,Blue,2050000,Foreign Used,Automatic,49000.0
2876,Toyota,Premio,2017,Silver,2299000,Foreign Used,Automatic,144000.0
2877,Toyota,Lexcen,2015,White,4300000,Foreign Used,Automatic,
2878,Toyota,Auris,2007,Silver,785000,Kenyan Used,Automatic,149000.0
2879,Mazda,Atenza,2016,Black,2100000,Foreign Used,Automatic,122000.0
2880,Lexus,LX,2016,Gray,16800000,Foreign Used,Automatic,47000.0
2881,Nissan,NV200,2017,White,1350000,Foreign Used,Automatic,96480.0
2882,Nissan,Teana,2013,Silver,1050000,Kenyan Used,Automatic,
2883,Toyota,Corolla,2013,Silver,1100000,Kenyan Used,Automatic,100200.0
2884,Toyota,Ractis,2011,Silver,750000,Foreign Used,Automatic,
2885,Toyota,Harrier,2017,White,3900000,Foreign Used,Automatic,
2886,Toyota,C-HR,2017,Black,3300000,Foreign Used,Automatic,108000.0
2887,Nissan,X-Trail,2016,White,2650000,Foreign Used,Automatic,125000.0
2888,Toyota,Harrier,2017,White,4000000,Foreign Used,Automatic,65138.0
2889,Suzuki,Wagon,2016,Silver,829000,Kenyan Used,Automatic,
