,Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
13186,Toyota,Auris,2007,Black,830000,Kenyan Used,Automatic,132001.0
13187,Toyota,Hilux,2014,Blue,2550000,Kenyan Used,Automatic,
13188,Toyota,Ractis,2011,Black,765000,Kenyan Used,Automatic,
13189,Nissan,Hardbody,2002,White,950000,Kenyan Used,Manual,
13190,Toyota,Axio,2008,White,795000,Kenyan Used,Automatic,151000.0
13191,Suzuki,Alto,2014,Brown,570000,Kenyan Used,Automatic,159000.0
13192,Toyota,Probox,2015,Silver,500000,Kenyan Used,Automatic,50000.0
13193,Subaru,Outback,2004,Black,930000,Kenyan Used,Automatic,96000.0
13194,Toyota,Vitz,2015,Blue,1180000,Foreign Used,Automatic,39000.0
13195,Toyota,Vellfire,2016,Black,4000000,Foreign Used,Automatic,153000.0
13196,Mitsubishi,L200,2000,White,560000,Foreign Used,Manual,152452.0
13197,Suzuki,Sx4,2015,Black,2020000,Foreign Used,Automatic,58000.0
13198,Toyota,Voxy,2013,Black,1480000,Kenyan Used,Automatic,
13199,Nissan,Sunny,1997,Gray,300000,Kenyan Used,Manual,256393.0
13200,Nissan,Serena,2009,White,720000,Kenyan Used,Automatic,105099.0
13201,Toyota,Mark,2009,White,690000,Kenyan Used,Automatic,
13202,Mercedes-Benz,E300,2010,Silver,2500000,Kenyan Used,Automatic,68000.0
13203,Honda,Vezel,2016,White,2320000,Foreign Used,Automatic,122200.0
13204,Toyota,Harrier,2014,Silver,2650000,Kenyan Used,Automatic,
13205,Honda,Odyssey,2014,White,1650000,Kenyan Used,Automatic,85563.0
13206,Toyota,Vitz,2015,White,1200000,Foreign Used,Automatic,
13207,Toyota,Land,2015,White,4300000,Kenyan Used,Automatic,177000.0
13208,Toyota,Noah,2006,Silver,695000,Kenyan Used,Automatic,123808.0
13209,Nissan,Teana,2015,Silver,1800000,Foreign Used,Automatic,
13210,Land,Rover,2015,Black,9090000,Foreign Used,Automatic,53250.0
13211,Honda,Shuttle,2016,Black,1980000,Foreign Used,Automatic,118000.0
13212,Toyota,Premio,2014,White,1530000,Kenyan Used,Automatic,68000.0
13213,Toyota,Land,2016,White,7000000,Foreign Used,Automatic,72000.0
13214,Porsche,Panamera,2013,White,4600000,Kenyan Used,Automatic,46000.0
13215,Toyota,Premio,2014,Silver,1850000,Kenyan Used,Automatic,125000.0
13216,Toyota,Rush,2015,Silver,1950000,Foreign Used,Automatic,126000.0
13217,Volkswagen,Passat,2015,Silver,2050000,Foreign Used,Automatic,
13218,Toyota,Probox,2012,Silver,770000,Kenyan Used,Automatic,
13219,Toyota,Vitz,2015,Green,1000000,Kenyan Used,Automatic,98000.0
13220,Toyota,Hilux,2008,Silver,1100000,Kenyan Used,Manual,
13221,Toyota,RAV4,2015,White,3460000,Foreign Used,Automatic,90483.0
13222,Honda,Vezel,2016,Blue,2780000,Foreign Used,Automatic,78000.0
13223,Toyota,Sienta,2016,Silver,1620000,Foreign Used,Automatic,141000.0
13224,Toyota,Axio,2012,Silver,900000,Kenyan Used,Automatic,137000.0
13225,Nissan,Note,2016,Gold,1320000,Foreign Used,Automatic,80000.0
13226,Mercedes-Benz,GLE-Class,2016,Black,6890000,Foreign Used,Automatic,28491.0
13227,Toyota,Wish,2009,Red,570000,Kenyan Used,Automatic,174594.0
13228,Toyota,Corolla,2017,Silver,1700000,Foreign Used,Automatic,130000.0
13229,Toyota,Sienta,2015,Blue,1400000,Foreign Used,Automatic,18000.0
13230,Nissan,Latio,2016,White,1150000,Foreign Used,Automatic,162000.0
13231,Mazda,Demio,2015,Gray,1130000,Foreign Used,Automatic,187000.0
13232,Nissan,X-Trail,2016,White,2650000,Foreign Used,Automatic,145669.0
13233,Isuzu,Trooper,1998,White,295000,Kenyan Used,Manual,114085.0
13234,Toyota,Vista,1998,White,385000,Kenyan Used,Automatic,114252.0
13235,Toyota,Alphard,2016,White,4250000,Foreign Used,Automatic,86000.0
13236,Toyota,Probox,2013,Silver,600000,Kenyan Used,Automatic,255440.0
13237,Toyota,Sienta,2009,Green,640000,Kenyan Used,Automatic,
13238,Toyota,Probox,2011,White,570000,Kenyan Used,Automatic,107000.0
13239,Honda,CR-V,2007,Gray,1065000,Kenyan Used,Automatic,138000.0
13240,Toyota,Vitz,2010,Blue,495000,Kenyan Used,Automatic,114256.0
13241,Toyota,Vista,2000,Gold,490000,Kenyan Used,Automatic,
13243,Land,Rover,2011,White,5395000,Kenyan Used,Manual,185500.0
13244,Toyota,Land,2016,Gold,10900000,Foreign Used,Automatic,31600.0
13245,Mercedes-Benz,GLA,2014,Brown,3450000,Foreign Used,Automatic,102000.0
13246,Lexus,LX,2017,Gray,17800000,Foreign Used,Automatic,35900.0
13247,Mercedes-Benz,C200,2008,Black,1470000,Kenyan Used,Automatic,123808.0
13248,Nissan,Note,2017,White,1099990,Foreign Used,Automatic,78622.0
13249,Toyota,Probox,2014,White,825000,Kenyan Used,Automatic,127000.0
13250,Toyota,RAV4,2004,Silver,710000,Kenyan Used,Automatic,123808.0
13251,Honda,Fit,2016,Black,1450000,Foreign Used,Automatic,53000.0
13252,Volvo,XC60,2016,Brown,3570000,Foreign Used,Automatic,90000.0
13253,Toyota,Premio,2016,Brown,2200000,Kenyan Used,Automatic,38000.0
13254,Toyota,Vanguard,2011,White,1850000,Kenyan Used,Automatic,146000.0
13255,Toyota,Crown,2013,Black,1900000,Kenyan Used,Automatic,
13256,Mercedes-Benz,GLC-Class,2016,Pearl,5990000,Foreign Used,Automatic,53000.0
13257,Toyota,Harrier,2016,Red,3500000,Foreign Used,Automatic,
13258,Toyota,Will,2001,Blue,350000,Kenyan Used,Automatic,850369.0
13259,Toyota,Probox,2007,Silver,450000,Kenyan Used,Manual,
13260,Nissan,X-Trail,2003,Gray,580000,Kenyan Used,Automatic,1635482.0
13261,Nissan,March,2011,Purple,330000,Kenyan Used,Automatic,
13262,Honda,CR-V,2008,Gray,1320000,Kenyan Used,Automatic,120000.0
13263,Toyota,Sienta,2016,Brown,1499000,Foreign Used,Automatic,36000.0
13264,Honda,Stepwgn,2010,Silver,790000,Kenyan Used,Automatic,
13265,Nissan,Navara,2006,Burgundy,930000,Kenyan Used,Manual,
13266,Honda,Vezel,2014,Black,1700000,Kenyan Used,Automatic,78000.0
13267,Honda,Civic,2015,Gray,1860000,Foreign Used,Automatic,37847.0
13268,Mitsubishi,Pajero,2014,Silver,3850000,Kenyan Used,Automatic,103000.0
13269,Nissan,Latio,2014,Silver,750000,Kenyan Used,Automatic,
13270,Honda,Insight,2010,Gray,900000,Foreign Used,Automatic,95000.0
13271,Nissan,Advan,2008,Silver,430000,Kenyan Used,Manual,
13272,Honda,HR-V,2016,Blue,2850000,Foreign Used,Automatic,35790.0
13273,Mazda,Demio,2015,Red,1230000,Foreign Used,Automatic,130000.0
13274,Toyota,Passo,2017,Pink,1050000,Foreign Used,Automatic,104000.0
13275,Toyota,Harrier,2017,White,3950000,Kenyan Used,Automatic,
13276,Mazda,Demio,2011,Black,560000,Kenyan Used,Automatic,213000.0
13277,Mazda,Axela,2016,White,1880000,Foreign Used,Automatic,83000.0
13278,Toyota,Mark,2016,White,2000000,Foreign Used,Automatic,
13279,Nissan,Latio,2016,White,1250000,Foreign Used,Automatic,94610.0
13280,Toyota,Axio,2015,Silver,1499999,Foreign Used,Automatic,
13281,Toyota,Voxy,2009,Black,970000,Kenyan Used,Automatic,146258.0
13282,Subaru,Forester,2016,Silver,3200000,Foreign Used,Automatic,44000.0
13283,Toyota,Passo,2012,Brown,550000,Kenyan Used,Automatic,200000.0
13284,Nissan,X-Trail,2008,Silver,1260000,Kenyan Used,Automatic,
13285,Honda,Fit,2015,Silver,1330000,Foreign Used,Automatic,86000.0
13286,Subaru,Impreza,2009,Silver,850000,Kenyan Used,Automatic,
13287,Toyota,Harrier,2010,White,1690000,Kenyan Used,Automatic,
13288,Subaru,Forester,2015,Beige,3100000,Foreign Used,Automatic,95000.0
13289,BMW,X5,2007,Silver,1150000,Kenyan Used,Automatic,137000.0
13290,Mini,Cooper,2015,Blue,1949999,Kenyan Used,Automatic,
13291,Nissan,Advan,2013,White,560000,Kenyan Used,Automatic,
13292,Toyota,Noah,2011,Black,1200000,Kenyan Used,Automatic,
13293,Subaru,XV,2016,Gray,2300000,Foreign Used,Automatic,
13294,Toyota,Land,2016,White,6300000,Foreign Used,Automatic,91000.0
13295,Toyota,Harrier,2008,White,1500000,Kenyan Used,Automatic,
13296,Toyota,Hilux,2015,Silver,4800000,Foreign Used,Automatic,
13297,Foton,Sup,2014,White,500000,Kenyan Used,Manual,128970.0
13298,Nissan,Note,2016,Gray,980000,Foreign Used,Automatic,104000.0
13299,Subaru,Levorg,2014,Black,1799999,Foreign Used,Automatic,99000.0
13300,Mercedes-Benz,E250,2014,Blue,3900000,Kenyan Used,Automatic,74250.0
13301,Volkswagen,Golf,2011,Blue,800000,Kenyan Used,Automatic,131000.0
13302,Porsche,Cayenne,2012,Gray,3850000,Kenyan Used,Automatic,87300.0
13303,Honda,Vezel,2016,Silver,2690000,Foreign Used,Automatic,27000.0
13304,Mitsubishi,Mirage,2015,Gray,950000,Foreign Used,Automatic,33000.0
13305,Mercedes-Benz,M,2015,Silver,5800000,Foreign Used,Automatic,28000.0
13306,Toyota,Hilux,2015,White,2750000,Foreign Used,Manual,87000.0
13307,Toyota,Harrier,2016,White,4200000,Foreign Used,Automatic,92000.0
13308,Toyota,Vitz,2012,White,600000,Kenyan Used,Automatic,344811.0
13309,Volkswagen,Up,2015,Red,760000,Foreign Used,Automatic,98000.0
13310,Daihatsu,Mira,2017,White,780000,Foreign Used,Automatic,
13311,Toyota,Hilux,2014,White,1750000,Kenyan Used,Automatic,105226.0
13312,Toyota,Premio,2015,Silver,2070000,Foreign Used,Automatic,98521.0
13313,Toyota,Premio,2016,Silver,2100000,Foreign Used,Automatic,52123.0
13314,Toyota,Corolla,2016,Silver,1750000,Foreign Used,Automatic,185000.0
13315,Suzuki,Swift,2012,Silver,690000,Kenyan Used,Automatic,114000.0
13316,Nissan,Note,2011,Burgundy,560000,Kenyan Used,Automatic,128000.0
13317,BMW,X3,2016,White,4500000,Foreign Used,Automatic,60000.0
13318,Ford,Focus,2016,Black,1650000,Foreign Used,Automatic,98000.0
13319,Honda,Fit,2016,Silver,1500000,Foreign Used,Automatic,
13320,Suzuki,Wagon,nan,Black,750000,Foreign Used,Automatic,62000.0
13321,Mazda,Demio,2007,Black,365000,Foreign Used,Automatic,167000.0
13322,Toyota,Axio,2015,Gray,1500000,Foreign Used,Automatic,
13323,Mercedes-Benz,C200,2009,Black,1465000,Kenyan Used,Automatic,120505.0
13324,Mercedes-Benz,A-Class,2016,Burgundy,2000000,Foreign Used,Automatic,65000.0
13325,Nissan,Juke,2012,Black,1045000,Kenyan Used,Automatic,115021.0
13326,Mazda,CX-5,2016,Black,3000000,Foreign Used,Automatic,78000.0
13327,Volkswagen,Tiguan,2017,Black,3799000,Foreign Used,Automatic,
13328,Mercedes-Benz,GLC-Class,2016,White,5650000,Foreign Used,Automatic,57000.0
13329,Nissan,Note,2008,Blue,450000,Kenyan Used,Automatic,124124.0
13330,Mazda,Atenza,2015,Black,1900000,Foreign Used,Automatic,
13331,Mazda,CX-5,2018,Black,3300000,Foreign Used,Automatic,91000.0
13332,Toyota,Land,2004,White,2999999,Kenyan Used,Automatic,171000.0
13333,Honda,Fit,2016,White,1350000,Foreign Used,Automatic,66500.0
13334,Daihatsu,Move,nan,Black,750000,Foreign Used,Automatic,63000.0
13335,Subaru,XV,2016,Pearl,2200000,Foreign Used,Automatic,
13336,Honda,Fit,nan,Black,1100000,Foreign Used,Automatic,
13337,Toyota,Harrier,2016,Pearl,3500000,Foreign Used,Automatic,36000.0
13338,Mazda,CX-5,2016,Pearl,2200000,Foreign Used,Automatic,
13339,Toyota,Allion,2017,Silver,2250000,Foreign Used,Automatic,47000.0
13340,Nissan,Advan,2016,Gray,800000,Foreign Used,Automatic,
13341,Nissan,March,2012,Silver,430000,Kenyan Used,Automatic,200000.0
13342,Nissan,Note,2016,White,1250000,Foreign Used,Automatic,82000.0
13343,Toyota,Succeed,2013,Silver,670000,Kenyan Used,Automatic,
13344,Toyota,Passo,2017,White,1050000,Foreign Used,Automatic,
13345,Toyota,Probox,2012,Blue,850000,Kenyan Used,Automatic,131000.0
13346,Honda,CR-V,2011,Black,1595000,Kenyan Used,Automatic,115031.0
13347,Nissan,X-Trail,2006,Black,630000,Kenyan Used,Automatic,199080.0
13348,Mitsubishi,Outlander,2007,Silver,900000,Kenyan Used,Automatic,268835.0
13349,Nissan,X-Trail,2012,Silver,1400000,Kenyan Used,Automatic,145573.0
13350,Toyota,Mark,2015,Gray,2200000,Foreign Used,Automatic,112464.0
13351,Toyota,GT86,2015,Pearl,3250000,Foreign Used,Manual,
13352,Honda,CR-V,2010,Black,1100000,Kenyan Used,Automatic,299994.0
13353,Toyota,Avensis,2015,Silver,1600000,Foreign Used,Automatic,
13354,Mitsubishi,RVR,2018,Gray,2500000,Foreign Used,Automatic,67000.0
13355,Toyota,Corolla,2009,Silver,1060000,Kenyan Used,Automatic,
13356,Mercedes-Benz,E250,2008,White,1470000,Kenyan Used,Automatic,135828.0
13357,Mercedes-Benz,C200,2008,Black,1470000,Kenyan Used,Automatic,146985.0
13358,Toyota,Voxy,2008,Black,820000,Kenyan Used,Automatic,200000.0
13359,Nissan,Vanette,2008,White,630000,Kenyan Used,Manual,238000.0
13360,Toyota,Estima,2012,Blue,760000,Kenyan Used,Automatic,180000.0
13361,Toyota,Voxy,nan,Black,2200000,Foreign Used,CVT,
13362,Nissan,Juke,2017,Red,1600000,Foreign Used,Automatic,37000.0
13363,Toyota,Toyoace,2007,White,695000,Kenyan Used,Automatic,140000.0
13364,Jeep,Wrangler,2016,White,5900000,Foreign Used,Automatic,73999.0
13365,Lexus,NX,2016,Gray,3900000,Kenyan Used,Automatic,128218.0
13366,Mazda,CX-3,2016,White,2299999,Foreign Used,Automatic,122955.0
13367,Volkswagen,Polo,2019,White,1190000,Kenyan Used,Automatic,69000.0
13368,Toyota,TownAce,2008,White,650000,Kenyan Used,Automatic,
13369,Toyota,Auris,2016,Black,1550000,Kenyan Used,Automatic,
13370,Nissan,Dayz,2015,Silver,780000,Foreign Used,Automatic,
13371,Toyota,Allion,2015,White,1800000,Foreign Used,Automatic,28000.0
13372,Toyota,Axio,2016,White,1600000,Foreign Used,Automatic,99000.0
13373,Toyota,Axio,2016,White,1500000,Foreign Used,Automatic,101925.0
13374,BMW,X4,2015,Black,4700000,Foreign Used,Automatic,
13375,Nissan,Latio,2016,White,1199999,Foreign Used,Automatic,100000.0
13376,Mercedes-Benz,C180,2014,White,3050000,Foreign Used,Automatic,51000.0
13377,Nissan,March,2010,Silver,350000,Kenyan Used,Automatic,
13378,Toyota,Auris,2016,White,1899999,Foreign Used,Automatic,111000.0
13379,Mazda,Axela,2017,Red,1899999,Foreign Used,Automatic,119305.0
13380,Toyota,Land,2017,Black,11900000,Foreign Used,Automatic,75000.0
13381,Suzuki,Every,2015,Silver,750000,Foreign Used,Automatic,
13382,Toyota,Ractis,2009,Gray,525000,Kenyan Used,CVT,124444.0
13383,Audi,SQ5,2016,White,5400000,Foreign Used,Automatic,
13384,Subaru,Forester,2015,Black,2050000,Kenyan Used,Automatic,71546.0
13385,Nissan,Sylphy,2016,Gray,1400000,Foreign Used,Automatic,42000.0
13386,Toyota,Corolla,2012,Gray,1070000,Kenyan Used,CVT,112999.0
13387,Daihatsu,Mira,2015,Pearl,655000,Kenyan Used,CVT,124444.0
13388,Toyota,Mark,2016,White,2500000,Foreign Used,Automatic,
13389,Toyota,TownAce,2005,Gray,600000,Kenyan Used,Automatic,
13390,Toyota,Corolla,2002,Beige,570000,Kenyan Used,Automatic,
13391,Land,Rover,2016,White,6800000,Foreign Used,Automatic,71000.0
13392,Suzuki,Solio,2016,Brown,980000,Foreign Used,Automatic,103000.0
13393,Toyota,Land,2016,Red,7200000,Foreign Used,Automatic,60000.0
13394,Toyota,Land,2016,Black,6950000,Foreign Used,Automatic,34000.0
13395,Lexus,RX,2016,Black,5400000,Foreign Used,Automatic,45000.0
13396,Toyota,Harrier,2017,White,3950000,Foreign Used,Automatic,64000.0
13397,Toyota,Harrier,2015,Black,3650000,Foreign Used,Automatic,53000.0
13398,Toyota,RAV4,2016,Silver,3650000,Foreign Used,Automatic,63000.0
13399,Toyota,Land,2016,Brown,6750000,Foreign Used,Automatic,41000.0
13400,Lexus,NX,2016,White,4650000,Foreign Used,Automatic,60000.0
13401,Nissan,March,2015,Pink,780000,Foreign Used,Automatic,36000.0
13402,Nissan,X-Trail,2013,Gray,1620000,Kenyan Used,Automatic,
13403,Suzuki,Alto,2015,Ivory,650000,Foreign Used,Automatic,62800.0
13404,Suzuki,Alto,2016,White,785000,Foreign Used,Automatic,95862.0
13405,Audi,A1,2016,Silver,1600000,Foreign Used,Automatic,
13406,Mazda,Demio,2015,White,1000000,Foreign Used,Automatic,32000.0
13407,Mitsubishi,Pajero,2014,Silver,3890000,Kenyan Used,Automatic,
13408,Toyota,Voxy,2016,Black,2540000,Foreign Used,Automatic,115500.0
13409,Mitsubishi,ASX,2015,Black,1199000,Kenyan Used,Automatic,
13410,Mitsubishi,Mirage,2015,White,790000,Kenyan Used,Automatic,
13411,Nissan,FB15,2001,White,370000,Kenyan Used,Automatic,
13412,Toyota,Hilux,2014,Gold,1700000,Kenyan Used,Manual,
13413,Nissan,X-Trail,2016,White,2380000,Kenyan Used,Automatic,120000.0
13414,Toyota,Premio,2009,Silver,920000,Kenyan Used,Automatic,108000.0
13415,Toyota,Probox,2006,Silver,360000,Kenyan Used,Automatic,238710.0
13416,Toyota,Probox,2006,White,370000,Kenyan Used,Automatic,
13417,Mitsubishi,Pajero,2005,Beige,1250000,Kenyan Used,Manual,273000.0
13418,Toyota,Succeed,2014,White,760000,Kenyan Used,Automatic,183218.0
13419,Toyota,Probox,2010,White,530000,Kenyan Used,Automatic,193250.0
13420,Toyota,Probox,2006,White,400000,Kenyan Used,Automatic,231210.0
13421,Toyota,Succeed,2014,White,760000,Kenyan Used,Automatic,183218.0
13422,Toyota,Land,2016,Brown,7300000,Foreign Used,Automatic,65000.0
13423,Toyota,Vitz,2016,White,1249999,Foreign Used,Automatic,75000.0
13424,Toyota,Allion,2004,Silver,550000,Kenyan Used,Automatic,180000.0
13425,Suzuki,Every,2016,White,749999,Foreign Used,Automatic,
13426,Ford,Ranger,2016,Silver,2350000,Kenyan Used,Manual,
13427,Nissan,Tiida,2012,Black,690000,Kenyan Used,Automatic,
13428,Toyota,Sienta,2016,Burgundy,1449000,Foreign Used,Automatic,
13429,Toyota,Probox,2016,Blue,1249000,Foreign Used,Automatic,
13430,Toyota,Passo,2013,Silver,670000,Kenyan Used,Automatic,129000.0
13431,Nissan,NV200,2016,Silver,1499000,Foreign Used,Automatic,
13432,Nissan,Note,2016,Red,1180000,Foreign Used,Automatic,80000.0
13433,Toyota,Noah,2015,Brown,2550000,Foreign Used,Automatic,100000.0
13434,Nissan,Note,2016,White,1100000,Foreign Used,Automatic,80000.0
13435,Toyota,Wish,2004,Black,510000,Kenyan Used,Automatic,180000.0
13436,Nissan,March,2014,Pink,590000,Kenyan Used,Automatic,180000.0
13437,Nissan,Sunny,2003,White,250000,Kenyan Used,Automatic,
13438,Toyota,Passo,2016,Silver,1100000,Foreign Used,Automatic,38788.0
13439,Subaru,Impreza,2008,Gray,775000,Kenyan Used,Automatic,144235.0
13440,Toyota,Corolla,1987,Gray,170000,Kenyan Used,Manual,236000.0
13441,Isuzu,D-MAX,2019,Gray,2400000,Kenyan Used,Manual,
13442,Land,Rover,2007,Black,2100000,Kenyan Used,Automatic,168000.0
13443,Suzuki,Swift,2016,Gray,1130000,Foreign Used,Automatic,42971.0
13444,Mazda,CX-5,2017,Black,3450000,Foreign Used,Automatic,75000.0
13445,Nissan,X-Trail,2006,Gray,760000,Kenyan Used,Automatic,120000.0
13446,Nissan,Note,2015,Black,880000,Kenyan Used,Automatic,
13447,Subaru,Forester,2016,Black,3200000,Foreign Used,Automatic,64000.0
13448,Toyota,Fortuner,2006,Silver,1195000,Kenyan Used,Automatic,
13449,Toyota,Ractis,2011,White,750000,Kenyan Used,Automatic,112000.0
13450,Toyota,Probox,2008,Silver,650000,Kenyan Used,Automatic,157000.0
13451,Suzuki,Swift,2015,Black,1100000,Foreign Used,Automatic,95674.0
13452,Nissan,Latio,2015,Silver,1200000,Foreign Used,Automatic,
13453,Daihatsu,HIJET,2015,Black,799000,Foreign Used,Manual,148000.0
13454,Mercedes-Benz,E200,2016,Gray,2199999,Kenyan Used,Automatic,63485.0
13455,Toyota,RAV4,2010,Black,1400000,Kenyan Used,CVT,118505.0
13456,Toyota,Corolla,1998,Black,390000,Kenyan Used,Automatic,183652.0
13457,Ford,Ranger,2016,Orange,5800000,Foreign Used,Automatic,
13458,Toyota,Premio,2006,Silver,680000,Kenyan Used,Automatic,
13459,Toyota,Passo,2016,Pearl,1150000,Foreign Used,Automatic,35354.0
13460,Toyota,Vitz,2015,Yellow,1070000,Foreign Used,Automatic,
13461,Toyota,Hilux,2016,Gray,4199999,Foreign Used,Manual,27172.0
13462,Toyota,Hilux,2012,Silver,2850000,Kenyan Used,Manual,896652.0
13463,Toyota,Crown,2019,Silver,4800000,Foreign Used,Automatic,
13464,Mercedes-Benz,E350,2016,White,6400000,Foreign Used,Automatic,36486.0
13465,Nissan,Serena,2016,Pearl,1850000,Foreign Used,Automatic,129867.0
13466,Nissan,Note,2013,Red,680000,Kenyan Used,Automatic,125000.0
13467,Toyota,Ractis,2007,Silver,620000,Kenyan Used,Automatic,100000.0
13468,Toyota,Hilux,2020,White,3200000,Kenyan Used,Automatic,40000.0
13469,Toyota,Land,2006,Silver,2380000,Kenyan Used,Manual,
13470,Lexus,RX270,2014,White,3600000,Kenyan Used,Automatic,85000.0
13471,Volkswagen,Golf,2010,Black,799999,Kenyan Used,Automatic,
13472,Isuzu,MU-X,2018,Silver,4550000,Kenyan Used,Automatic,72003.0
13473,Toyota,Hilux,2007,Silver,1550000,Kenyan Used,Manual,
13475,Toyota,Sienta,2012,Gray,760000,Kenyan Used,Automatic,135428.0
13476,Peugeot,308,2016,Gray,1680000,Foreign Used,Automatic,94000.0
13477,Toyota,Land,2015,Gray,5700000,Foreign Used,Automatic,121000.0
13479,Toyota,Passo,2014,Silver,670000,Kenyan Used,Automatic,
13480,Subaru,Legacy,2014,Black,1440000,Foreign Used,Automatic,140000.0
13481,Mazda,CX-3,2017,Gray,2000000,Foreign Used,Automatic,75346.0
13482,Nissan,Serena,2016,White,1850000,Foreign Used,Automatic,105064.0
13483,Honda,Vezel,2014,White,1900000,Kenyan Used,Automatic,112540.0
13484,Toyota,Alphard,2016,Black,4500000,Foreign Used,Automatic,63548.0
13485,Land,Rover,2010,Gray,2950000,Kenyan Used,Automatic,210000.0
13486,Toyota,Vanguard,2011,Gold,1930000,Kenyan Used,Automatic,
13487,Subaru,Forester,2014,Black,2200000,Kenyan Used,Automatic,101000.0
13488,Subaru,Legacy,2016,Black,2499999,Foreign Used,AMT,99999.0
13489,Audi,Q3,2017,White,3499999,Foreign Used,Automatic,52746.0
13490,Toyota,Passo,2010,White,660000,Kenyan Used,Automatic,
13491,Nissan,Note,2016,Blue,1170000,Foreign Used,Automatic,
13492,Toyota,Esquire,2016,White,2500000,Foreign Used,Automatic,
13493,Toyota,Esquire,2016,White,2480000,Foreign Used,Automatic,
13494,Mazda,Atenza,2016,White,2100000,Foreign Used,Automatic,
13495,Toyota,Ractis,2007,Silver,565000,Kenyan Used,Automatic,
13496,Mercedes-Benz,M,2014,Black,5000000,Kenyan Used,Automatic,89665.0
13497,Suzuki,Wagon,2012,Purple,550000,Kenyan Used,Automatic,
13498,Mitsubishi,Pajero,2014,Silver,3700000,Kenyan Used,Automatic,
13499,Toyota,Axio,2015,Brown,1480000,Kenyan Used,Automatic,42000.0
13500,Land,Rover,2010,Black,3350000,Kenyan Used,Automatic,98522.0
13501,Subaru,Legacy,2016,Black,2650000,Foreign Used,Automatic,
13502,Toyota,Harrier,2015,Black,2850000,Kenyan Used,Automatic,155000.0
13503,Subaru,Trezia,2016,Pearl,1350000,Foreign Used,Automatic,81000.0
13504,Toyota,Kluger,2017,Gray,4650000,Foreign Used,Automatic,73469.0
13505,Toyota,Kluger,2012,Silver,2500000,Kenyan Used,Automatic,98963.0
13506,Toyota,Land,2017,Black,16000000,Foreign Used,Automatic,47000.0
13507,Toyota,Land,nan,white,2435000,Kenyan Used,Automatic,146000.0
13508,Suzuki,Alto,2016,Brown,750000,Foreign Used,Automatic,57000.0
13509,Lexus,LX,2016,Black,16000000,Foreign Used,Automatic,57000.0
13510,Nissan,X-Trail,2016,Burgundy,2280000,Foreign Used,CVT,72300.0
13511,Volkswagen,Touareg,2007,Black,1200000,Kenyan Used,Automatic,
13512,BMW,X3,2015,Black,3750000,Foreign Used,Automatic,67000.0
13513,Toyota,Kluger,2016,Gray,5450000,Foreign Used,Automatic,91000.0
13514,Toyota,RAV4,2004,Blue,560000,Kenyan Used,Automatic,139000.0
13515,Toyota,Noah,2009,White,950000,Kenyan Used,Automatic,156000.0
13516,Mazda,Atenza,2016,White,2150000,Foreign Used,Automatic,114000.0
13517,Toyota,Spade,2015,Black,1150000,Foreign Used,Automatic,86000.0
13518,Toyota,Land,2011,White,3250000,Kenyan Used,Manual,180000.0
13519,Mazda,Axela,2016,Gray,2100000,Foreign Used,Automatic,86800.0
13520,Land,Rover,2013,Gray,3600000,Kenyan Used,Automatic,142024.0
13521,Mazda,Demio,2016,Gray,1280000,Foreign Used,Automatic,99500.0
13522,Subaru,XV,2013,Beige,1600000,Kenyan Used,Automatic,
13523,Honda,CR-V,2006,Gray,870000,Kenyan Used,Automatic,
13524,Subaru,Legacy,2006,Black,655000,Kenyan Used,Automatic,166523.0
13525,Honda,Stream,2008,White,750000,Kenyan Used,Automatic,
13526,Toyota,Land,2008,Black,2150000,Kenyan Used,Automatic,123821.0
13527,Nissan,Note,2015,Black,840000,Kenyan Used,Automatic,179410.0
13528,Toyota,Land,2010,Black,3150000,Kenyan Used,Automatic,99632.0
13529,Volvo,V40,2015,White,2650000,Foreign Used,Automatic,
13530,Toyota,Mark,2011,Gray,950000,Kenyan Used,Automatic,96809.0
13531,Subaru,Forester,2012,Black,1675000,Kenyan Used,Automatic,196000.0
13532,Toyota,Succeed,2012,White,580000,Kenyan Used,Automatic,163322.0
13533,Mitsubishi,Shogun,2010,Silver,2850000,Kenyan Used,Automatic,213000.0
13534,Ford,Ranger,2008,Black,960000,Kenyan Used,Manual,300000.0
13535,Nissan,Tiida,2010,White,550000,Kenyan Used,Automatic,143000.0
13536,Nissan,Advan,2013,White,580000,Kenyan Used,Automatic,
13537,Mercedes-Benz,C200,2007,Black,1350000,Kenyan Used,Automatic,121000.0
13538,Subaru,Forester,2004,Silver,850000,Kenyan Used,Automatic,124000.0
13539,Toyota,Probox,2015,White,870000,Kenyan Used,Automatic,98000.0
13540,Subaru,Impreza,2014,Silver,1400000,Foreign Used,Automatic,17400.0
13541,Toyota,Land,2016,Black,5700000,Foreign Used,Automatic,33000.0
13542,Toyota,Harrier,2014,White,2850000,Kenyan Used,Automatic,64000.0
13543,Nissan,Wingroad,2005,White,265000,Kenyan Used,Automatic,
13544,Toyota,Corolla,1990,White,200000,Kenyan Used,Manual,
13545,Nissan,Juke,2011,Brown,875000,Kenyan Used,Automatic,
13546,Toyota,Crown,2016,White,3000000,Foreign Used,Automatic,
13547,BMW,116i,2010,White,871500,Kenyan Used,Automatic,258613.0
13548,Nissan,X-Trail,2012,Black,1575000,Foreign Used,Automatic,142739.0
